City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,La Trinidad,PH,16.455,120.5875,59.11,99,48,5.28,scattered clouds
467,Hoi An,VN,15.8794,108.335,73.4,83,75,1.14,broken clouds
468,Rawson,AR,-43.3002,-65.1023,61.09,51,29,14.14,scattered clouds
469,Coffs Harbour,AU,-30.3,153.1333,71.6,83,75,10.36,broken clouds
470,Hay River,CA,60.8156,-115.7999,-41.8,66,32,4.61,scattered clouds
471,Tupelo,US,34.2576,-88.7034,39.2,87,90,10.36,overcast clouds
472,Pochutla,MX,15.7432,-96.4661,75.2,78,90,5.59,overcast clouds
473,Hastings,GB,50.8552,0.5729,32.0,88,100,7.0,light snow
474,Kurilsk,RU,45.2333,147.8833,13.15,92,100,13.85,light snow
475,Kirakira,SB,-10.4544,161.9205,78.84,82,61,7.11,broken clouds
476,Yongan,CN,39.6957,113.6871,21.27,76,0,1.74,clear sky
477,Lerwick,GB,60.1545,-1.1494,33.8,60,75,8.05,broken clouds
478,Le Port,RE,-20.9373,55.2919,82.4,69,0,11.5,light rain
479,Pemangkat,ID,1.1667,108.9667,76.41,88,100,8.99,overcast clouds
480,Shimoda,JP,34.6667,138.95,42.01,57,0,1.01,clear sky
481,Koslan,RU,63.4564,48.8989,-20.02,85,100,9.98,overcast clouds
482,Luganville,VU,-15.5333,167.1667,77.59,73,30,7.52,scattered clouds
483,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.0,77,75,13.8,broken clouds
484,Nizhneangarsk,RU,55.7833,109.55,8.11,94,100,2.39,light snow
485,Trapani,IT,37.8333,12.6667,57.2,94,20,4.61,few clouds
486,Espanola,US,35.9911,-106.0806,36.0,27,1,5.19,clear sky
487,Marystown,CA,47.1666,-55.1483,31.24,87,92,34.27,overcast clouds
488,Gainesville,US,29.6516,-82.3248,63.0,88,90,12.66,overcast clouds
489,Huancabamba,PE,-5.2386,-79.4506,70.21,63,73,3.74,light rain
490,Kaabong,UG,3.4836,34.1492,76.86,19,88,10.18,overcast clouds
491,Nurota,UZ,40.5614,65.6886,51.8,87,99,4.61,overcast clouds
492,Batemans Bay,AU,-35.7167,150.1833,64.0,76,91,4.0,overcast clouds
493,Lasa,IT,46.6166,10.7002,41.0,100,90,6.91,mist
494,Vostok,RU,46.4856,135.8833,-12.41,91,100,2.89,overcast clouds
495,Verkhnevilyuysk,RU,63.4453,120.3167,-15.07,87,38,8.88,scattered clouds
496,Palm Coast,US,29.585,-81.2078,70.0,88,90,5.75,overcast clouds
497,Kawalu,ID,-7.3817,108.2082,73.53,90,100,2.91,overcast clouds
498,Redlands,US,34.0556,-117.1825,55.0,57,1,0.83,clear sky
499,San Miguel,SV,13.4833,-88.1833,93.63,38,13,2.3,few clouds
500,Artyom,AZ,40.4723,50.333,44.6,87,90,23.02,overcast clouds
501,Cayenne,GF,4.9333,-52.3333,82.4,83,90,14.97,overcast clouds
502,Kutum,SD,14.2,24.6667,70.74,19,14,11.97,few clouds
503,Vanimo,PG,-2.6741,141.3028,77.65,86,100,2.64,overcast clouds
504,Orlik,RU,52.5178,99.825,4.73,82,97,2.8,overcast clouds
505,Baghdad,IQ,33.3406,44.4009,62.6,72,20,5.75,few clouds
506,Berdigestyakh,RU,62.0989,126.6992,-30.64,83,6,5.57,clear sky
507,Owando,CG,-0.4819,15.8999,88.79,50,83,3.71,broken clouds
508,Fowa,NG,8.9167,6.4,102.13,8,86,2.75,overcast clouds
509,Real,PH,14.6625,121.6047,80.01,83,20,4.61,few clouds
510,Aasiaat,GL,68.7098,-52.8699,19.67,86,0,20.87,clear sky
511,Fort Nelson,CA,58.8053,-122.7002,-34.6,67,40,4.23,scattered clouds
512,Hanmer Springs,NZ,-42.5167,172.8167,56.12,79,0,6.87,clear sky
513,Waterloo,CA,43.4668,-80.5164,12.2,73,90,23.02,haze
514,Koumra,TD,8.9126,17.5539,95.61,9,98,7.18,overcast clouds
515,Itupiranga,BR,-5.1347,-49.3267,91.4,55,40,4.61,scattered clouds
516,Chateaubelair,VC,13.2833,-61.25,82.4,65,20,8.05,few clouds
517,Sencur,SI,46.2456,14.4197,50.0,93,90,5.75,moderate rain
518,Henties Bay,NA,-22.116,14.2845,66.99,83,74,3.0,broken clouds
519,Barra Do Bugres,BR,-15.0725,-57.1811,94.62,38,18,0.58,few clouds
520,Noyabrsk,RU,63.1994,75.4507,26.67,98,100,17.83,overcast clouds
521,Sola,VU,-13.8833,167.55,81.48,74,16,13.2,few clouds
522,Tual,ID,-5.6667,132.75,83.75,78,100,18.41,overcast clouds
523,Honningsvag,NO,70.9821,25.9704,28.4,69,75,24.16,snow
524,Nome,US,64.5011,-165.4064,6.8,78,90,3.96,overcast clouds
525,Iralaya,HN,15.0,-83.2333,82.4,66,20,10.02,few clouds
526,Dezful,IR,32.3811,48.4058,59.27,72,37,2.17,scattered clouds
527,Santa Cruz Cabralia,BR,-16.2781,-39.0247,84.2,61,75,18.41,broken clouds
528,Chernyakhovsk,RU,54.6335,21.8156,7.86,94,61,7.61,broken clouds
529,Balod,IN,20.73,81.2047,60.24,32,0,1.81,clear sky
530,Takoradi,GH,4.8845,-1.7554,84.13,76,100,9.66,light rain
531,Rheinbach,DE,50.6256,6.9491,37.99,95,100,3.98,overcast clouds
532,Akcakoca,TR,41.0866,31.1162,56.17,61,80,3.96,broken clouds
533,Port-Gentil,GA,-0.7193,8.7815,80.6,83,40,6.91,scattered clouds
534,Vestmanna,FO,62.1564,-7.1664,35.6,80,75,11.5,broken clouds
535,Bulanon,PH,10.917,123.474,79.84,83,99,11.16,overcast clouds
536,Roebourne,AU,-20.7833,117.1333,79.29,67,4,11.34,clear sky
537,Antofagasta,CL,-23.65,-70.4,75.0,56,20,10.36,few clouds
538,Kungurtug,RU,50.5994,97.5228,7.52,85,0,3.06,clear sky
539,Seoul,KR,37.5683,126.9778,30.2,54,0,9.22,clear sky
540,Sioux Lookout,CA,50.1001,-91.917,-25.6,68,20,9.22,few clouds
541,Kita,ML,13.0349,-9.4895,94.1,11,82,6.96,broken clouds
542,Lubao,PH,14.9167,120.55,77.0,78,40,3.44,scattered clouds
543,Cravo Norte,CO,6.3017,-70.2041,92.19,42,43,10.63,scattered clouds
544,Roros,NO,62.5747,11.3842,1.4,78,75,3.44,broken clouds
545,Hobyo,SO,5.3505,48.5268,78.64,73,0,18.43,clear sky
546,Gornyak,RU,50.9942,81.4661,28.4,95,100,13.24,overcast clouds
547,Nianzishan,CN,47.5167,122.8833,-6.34,83,9,4.41,clear sky
548,Northam,GB,51.0333,-4.2167,39.0,71,12,11.99,few clouds
549,Cap Malheureux,MU,-19.9842,57.6142,81.0,80,67,7.0,broken clouds
550,Saint-Prosper,CA,46.2117,-70.4811,12.2,67,65,4.61,broken clouds
551,Alghero,IT,40.5589,8.3181,57.2,82,40,6.91,scattered clouds
552,Worland,US,44.0169,-107.9554,3.99,78,90,10.36,light snow
553,Belmonte,BR,-15.8631,-38.8828,87.8,74,75,13.8,broken clouds
554,Chumikan,RU,54.7183,135.315,-7.42,83,99,25.17,overcast clouds
555,Katherine,AU,-14.4667,132.2667,75.2,94,90,3.44,overcast clouds
556,Balaipungut,ID,1.05,101.2833,80.6,83,20,1.74,few clouds
557,Saint Anthony,US,45.0205,-93.218,-11.2,70,1,6.91,clear sky
558,Kushiro,JP,42.975,144.3747,10.38,90,95,7.0,overcast clouds
559,Athabasca,CA,54.7169,-113.2854,-45.4,66,0,2.3,clear sky
560,Urusha,RU,54.05,122.9,-17.57,84,0,2.59,clear sky
561,Camocim,BR,-2.9022,-40.8411,83.77,70,18,14.12,few clouds
562,Redmond,US,47.674,-122.1215,42.01,90,98,4.16,overcast clouds
563,Safranbolu,TR,41.2508,32.6942,52.86,50,98,1.05,overcast clouds
564,Saint-Augustin,CA,51.226,-58.6502,30.22,93,91,24.18,overcast clouds
565,Ciudad Bolivar,VE,8.1222,-63.5497,88.99,47,100,11.61,overcast clouds
566,Toyooka,JP,35.5333,134.8333,41.5,85,90,3.51,light rain
567,Halifax,CA,44.6453,-63.5724,30.2,51,100,4.61,overcast clouds
568,Lufilufi,WS,-13.8745,-171.5986,78.8,100,90,17.27,moderate rain
569,Hohhot,CN,40.8106,111.6522,12.2,52,0,4.47,clear sky
570,Mangochi,MW,-14.4782,35.2645,77.74,82,100,3.33,light rain
571,Mumford,GH,5.2618,-0.759,83.48,77,94,16.67,overcast clouds
572,Aberdeen,GB,57.1437,-2.0981,35.6,69,75,13.8,snow
573,Manaure,CO,11.7751,-72.4445,84.63,57,100,22.17,overcast clouds
574,Douentza,ML,14.9951,-2.9517,90.37,13,50,12.66,scattered clouds
575,Sitka,US,57.0531,-135.33,30.2,59,75,3.44,broken clouds
576,Hawalli,KW,29.2833,47.9972,64.4,59,75,3.44,broken clouds
577,Lagoa,PT,39.05,-27.9833,58.12,74,100,19.69,overcast clouds
578,Zhigansk,RU,66.7697,123.3711,-28.12,82,99,13.27,overcast clouds
579,Pinar Del Rio,CU,22.4175,-83.6981,82.51,67,6,13.24,clear sky
580,Washougal,US,45.5826,-122.3534,41.0,87,90,5.75,overcast clouds
581,Ongandjera,NA,-17.8833,15.0667,93.99,18,74,8.97,broken clouds
582,Namatanai,PG,-3.6667,152.4333,80.55,80,77,5.79,light rain
583,Greece,US,43.2098,-77.6931,21.99,84,100,1.01,light snow
584,Auki,SB,-8.7676,160.7034,77.67,84,84,6.04,broken clouds
585,Santa Fe,AR,-31.6333,-60.7,90.0,48,0,5.99,clear sky
586,Cortez,US,37.3489,-108.5859,33.01,68,1,4.61,clear sky
587,Stornoway,GB,58.2093,-6.3865,37.4,48,40,16.11,scattered clouds
588,Ostersund,SE,63.1792,14.6357,15.8,92,90,5.75,overcast clouds
589,Carutapera,BR,-1.195,-46.02,87.12,62,14,10.13,few clouds
590,Warwick,US,41.7001,-71.4162,36.0,55,90,5.75,light snow
591,Bandarbeyla,SO,9.4942,50.8122,76.84,75,0,15.05,clear sky
592,Tarko-Sale,RU,64.9225,77.785,12.87,96,100,20.76,light snow
593,Omboue,GA,-1.5746,9.2618,81.84,79,99,7.54,moderate rain
594,Nakhon Phanom,TH,17.3333,104.4167,69.91,76,0,6.02,clear sky
595,Porto De Moz,BR,-1.7483,-52.2383,95.38,43,41,2.59,scattered clouds
596,Maldonado,UY,-34.6667,-54.9167,80.01,65,20,8.05,few clouds
597,Maniitsoq,GL,65.4167,-52.9,28.02,82,0,18.5,clear sky
598,Maunabo,PR,18.0072,-65.8993,82.0,72,35,10.0,scattered clouds
599,Strezhevoy,RU,60.7333,77.5889,24.8,80,75,22.37,snow
600,Kurikka,FI,62.6167,22.4167,24.01,93,90,8.05,overcast clouds
601,Tigil,RU,57.8,158.6667,29.7,94,15,21.25,few clouds
602,Balkanabat,TM,39.5108,54.3671,54.45,46,100,9.66,overcast clouds
603,Ramhormoz,IR,31.28,49.6035,62.6,88,40,11.5,scattered clouds
604,Copiapo,CL,-27.3667,-70.3333,66.2,63,75,4.61,broken clouds
605,Morrope,PE,-6.5417,-80.0111,82.4,54,0,5.75,clear sky
606,Pismo Beach,US,35.1428,-120.6413,41.0,81,1,5.01,clear sky
607,Dwarka,IN,22.2394,68.9678,70.0,61,0,12.5,clear sky
608,Kollam,IN,8.8833,76.6,84.2,70,20,2.3,haze
609,Surovikino,RU,48.6078,42.8486,17.35,75,13,12.12,few clouds
610,Beira,MZ,-19.8436,34.8389,86.0,84,40,5.75,scattered clouds
611,Finschhafen,PG,-6.6024,147.8681,81.72,78,93,5.37,overcast clouds
612,Betsiamites,CA,48.9413,-68.646,21.2,58,1,8.05,clear sky
613,Mariestad,SE,58.7097,13.8237,21.99,86,0,6.91,clear sky
614,Batagay-Alyta,RU,67.8006,130.4114,-34.4,81,0,1.68,clear sky
615,Mazamet,FR,43.49,2.373,53.6,71,75,13.8,broken clouds
616,Naryan-Mar,RU,67.6713,53.087,-18.74,87,100,14.05,overcast clouds
617,Ballina,AU,-28.8667,153.5667,77.0,73,90,8.05,overcast clouds
618,Salinopolis,BR,-0.6136,-47.3561,81.95,82,54,10.8,broken clouds
619,Tacuarembo,UY,-31.7333,-55.9833,84.88,38,0,4.9,clear sky
620,Mangrol,IN,21.1167,70.1167,71.2,57,0,4.16,clear sky
621,Brae,GB,60.3964,-1.353,33.8,60,75,8.05,broken clouds
622,Punta Alta,AR,-38.8759,-62.0736,65.14,70,98,20.29,overcast clouds
623,Seabra,BR,-12.4186,-41.7703,80.47,65,72,4.21,broken clouds
624,Lata,PT,40.1629,-8.3327,54.0,87,100,1.99,overcast clouds
625,Jining,CN,35.405,116.5814,35.53,71,81,6.98,broken clouds
626,Wajir,KE,1.7471,40.0573,93.29,27,0,6.55,clear sky
627,Santiago Del Estero,AR,-27.7951,-64.2615,90.0,42,0,7.0,clear sky
628,Sakata,JP,38.9167,139.855,33.22,86,100,24.14,overcast clouds
629,Yining,CN,29.0361,114.5636,53.28,82,100,4.43,light rain
630,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,76.3,81,99,4.52,overcast clouds
631,Pomabamba,PE,-8.8333,-77.4667,59.0,59,78,4.61,light rain
632,Arica,CL,-18.475,-70.3042,77.0,53,0,9.22,clear sky
633,Sonoita,MX,31.85,-112.8333,61.03,31,0,2.86,clear sky
634,Srivardhan,IN,18.0333,73.0167,76.96,51,19,8.55,few clouds
635,Cairo Montenotte,IT,44.4031,8.2746,54.0,96,98,17.0,overcast clouds
636,Chicama,PE,-7.8447,-79.1469,71.6,83,72,9.22,light rain
637,Erzin,TR,36.9559,36.2,62.6,67,75,10.36,broken clouds
638,Iquique,CL,-20.2208,-70.1431,78.8,44,0,11.5,clear sky
639,Along,IN,28.1667,94.7667,54.18,56,0,2.06,clear sky
640,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,68,1,26.46,clear sky
641,Maha Sarakham,TH,16.3333,103.6667,81.0,73,0,4.36,clear sky
642,Odweyne,SO,9.4092,45.064,68.74,61,1,15.55,clear sky
643,Progreso,MX,21.2833,-89.6667,80.01,78,20,6.8,few clouds
644,Muroto,JP,33.2833,134.15,53.89,53,0,8.9,clear sky
645,Henderson,US,36.0397,-114.9819,45.0,36,1,1.63,clear sky
646,Beroroha,MG,-21.6667,45.1667,79.54,79,75,5.55,moderate rain
647,Tommot,RU,58.9564,126.2925,-23.33,81,0,1.99,clear sky
648,Belogorsk,RU,50.9158,128.4611,-15.16,87,0,7.99,clear sky
649,Avenal,US,36.0041,-120.129,39.99,93,1,3.44,mist
650,Gravdal,NO,68.1214,13.5031,32.0,80,40,4.61,scattered clouds
651,Horconcitos,PA,8.4682,-81.8007,79.07,64,80,4.7,broken clouds
652,Lalibela,ET,12.0333,39.0333,65.14,28,98,8.3,overcast clouds
653,Gat,IL,31.61,34.7642,64.0,100,0,5.68,clear sky
654,Kirovskiy,RU,45.0917,133.5136,-11.0,90,98,4.09,overcast clouds
655,Portland,US,45.5234,-122.6762,42.01,87,90,5.75,overcast clouds
656,Andilamena,MG,-17.0167,48.5833,69.21,91,61,4.27,moderate rain
657,Taoudenni,ML,22.6783,-3.9836,76.78,17,0,12.82,clear sky
658,Watertown,US,42.3709,-71.1828,39.0,70,90,11.5,overcast clouds
659,Bochnia,PL,49.9691,20.4303,23.0,90,100,1.99,overcast clouds
660,Dire Dawa,ET,9.5931,41.8661,67.87,67,93,7.85,overcast clouds
661,Promyshlennaya,RU,54.9159,85.6385,28.4,69,40,22.37,snow
662,Durango,MX,24.8333,-104.8333,57.67,31,100,2.71,overcast clouds
663,Soyo,AO,-6.1349,12.3689,87.8,74,75,8.05,broken clouds
664,Teguise,ES,29.0605,-13.564,68.0,56,75,11.5,broken clouds
665,Waingapu,ID,-9.6567,120.2641,78.6,82,94,6.15,overcast clouds
666,Dese,ET,11.1333,39.6333,52.21,87,89,4.0,overcast clouds
667,Digha,IN,21.6833,87.55,66.58,71,0,3.94,clear sky
668,Porto-Vecchio,FR,41.591,9.2795,59.0,72,20,17.27,few clouds
669,Athens,GR,37.9795,23.7162,64.0,59,0,7.96,clear sky
670,Tateyama,JP,34.9833,139.8667,46.99,47,56,3.0,broken clouds
671,Szecseny,HU,48.0806,19.5202,37.0,91,100,4.07,light rain
672,Ulaangom,MN,49.9811,92.0667,-3.69,89,100,0.65,overcast clouds
673,Sayansk,RU,54.1088,102.1648,10.87,95,74,5.84,broken clouds
674,Oktyabrskoye,RU,43.0645,44.7417,26.6,100,90,8.95,overcast clouds
675,Itacoatiara,BR,-3.1431,-58.4442,88.0,59,100,3.51,overcast clouds
676,Conde,BR,-7.2597,-34.9075,87.8,62,75,12.66,broken clouds
677,Camana,PE,-16.6228,-72.7111,76.86,68,85,9.44,overcast clouds
678,Havoysund,NO,70.9963,24.6622,28.4,69,75,24.16,snow
679,Bastia,FR,42.6667,9.3333,60.8,63,0,4.61,clear sky
680,Bongandanga,CD,1.5,21.05,89.22,33,48,2.26,scattered clouds
681,Suslovo,RU,56.2167,88.1167,28.92,96,84,17.31,broken clouds
682,Joao Pinheiro,BR,-17.7425,-46.1725,69.93,94,95,0.58,overcast clouds
683,Evans,US,33.5337,-82.1307,42.8,81,90,5.75,overcast clouds
684,Nantucket,US,41.2835,-70.0995,37.99,87,90,21.85,light rain
685,Ondangwa,NA,-17.9167,15.95,91.78,19,99,13.56,overcast clouds
686,Mehamn,NO,71.0357,27.8492,28.4,69,75,24.16,snow
687,Azare,NG,11.6765,10.1948,90.57,12,13,6.98,few clouds
688,The Valley,AI,18.217,-63.0578,82.4,69,40,19.57,scattered clouds
689,Flagstaff,US,35.1981,-111.6513,42.01,27,1,3.44,clear sky
690,Fort Saint James,CA,54.4333,-124.25,-9.87,88,98,1.97,overcast clouds
691,Kismayo,SO,-0.3582,42.5454,77.61,80,8,17.67,clear sky
692,Barcelos,PT,41.5388,-8.6151,50.0,93,90,18.41,light intensity drizzle
693,Rio Gallegos,AR,-51.6226,-69.2181,64.4,39,0,5.75,clear sky
694,Amot,NO,59.5714,7.9877,23.0,63,75,2.3,broken clouds
695,Baoshan,CN,46.5586,131.4244,-11.85,86,0,5.88,clear sky
696,Usinsk,RU,65.9939,57.5281,-25.17,85,100,16.75,light snow
697,Summerville,US,33.0185,-80.1757,44.6,93,90,17.27,mist
698,Devitsa,RU,51.6352,38.945,6.8,61,0,13.42,clear sky
